Date,Order_ID,Product_ID,Dest. Warehouse, Source Factory,Shipping Time (Expected),Shipping Time (Actual),Delay Risk?,Total No. of Pieces,No. of pieces sold,No. of Pieces Returned,Avg. Batch Rating
2023-09-12,O45174,P007,W012,F005,3,3,No,795,556,39,4.5
2023-09-12,O45175,P011,W013,F001,4,5,Yes,1179,777,69,4.3
2023-09-12,O45176,P011,W008,F001,3,4,Yes,1025,684,74,4.3
2023-09-12,O45177,P011,W002,F001,6,4,No,552,419,32,4.5
2023-09-12,O45178,P011,W006,F001,3,2,No,580,362,46,3.8
2023-09-12,O45179,P006,W017,F001,5,6,Yes,640,462,42,4.2
2023-09-12,O45180,P015,W013,F005,6,8,No,1674,1256,90,4.9
2023-09-12,O45181,P002,W019,F003,4,4,No,1694,1445,48,4.9
2023-09-12,O45182,P008,W019,F001,4,4,No,893,695,46,4.4
2023-09-12,O45183,P015,W012,F005,3,4,No,1300,1025,67,3.6
2023-09-12,O45184,P012,W003,F005,5,5,No,875,616,48,4.9
2023-09-12,O45185,P013,W004,F002,3,5,No,1253,764,87,3.9
2023-09-12,O45186,P001,W018,F003,5,6,No,1936,1545,85,4.8
2023-09-12,O45187,P016,W004,F001,6,4,No,963,752,36,4.7
2023-09-12,O45188,P017,W020,F001,3,3,No,1795,1268,121,4.0
2023-09-12,O45189,P007,W006,F005,4,4,No,1651,1280,87,3.6
2023-09-12,O45190,P016,W012,F001,3,3,No,766,492,46,4.0
2023-09-12,O45191,P007,W005,F005,6,6,No,1424,1066,61,3.6
2023-09-12,O45192,P004,W011,F003,3,3,No,1206,922,69,3.7
2023-09-12,O45193,P019,W002,F002,3,3,No,793,543,40,3.8
2023-09-12,O45194,P004,W020,F003,4,4,No,1341,955,88,4.2
2023-09-12,O45195,P008,W002,F001,6,4,No,1633,1058,119,3.7
2023-09-12,O45196,P008,W005,F001,4,5,Yes,1255,974,45,4.0
2023-09-12,O45197,P004,W012,F003,5,5,No,1165,867,50,4.2
2023-09-12,O45198,P015,W015,F005,5,4,No,1239,866,85,3.7
2023-09-12,O45199,P018,W015,F003,3,4,No,913,667,50,4.5
2023-09-12,O45200,P018,W016,F003,5,6,Yes,1694,1327,55,3.9
2023-09-12,O45201,P008,W017,F001,5,6,No,683,471,40,4.1
2023-09-12,O45202,P001,W015,F003,3,3,No,904,774,23,5.0
2023-09-12,O45203,P019,W009,F002,4,2,No,670,438,54,4.4
2023-09-12,O45204,P016,W019,F001,4,5,Yes,1076,860,52,4.0
2023-09-12,O45205,P005,W004,F005,4,6,No,926,776,23,3.8
2023-09-12,O45206,P018,W017,F003,4,3,No,1868,1523,74,3.9
2023-09-12,O45207,P016,W015,F001,5,5,No,1581,1206,84,3.7
2023-09-12,O45208,P003,W013,F005,6,5,No,1140,745,84,3.8
2023-09-12,O45209,P012,W017,F005,6,4,No,705,527,36,4.8
2023-09-12,O45210,P015,W008,F005,4,6,Yes,1766,1345,88,4.0
2023-09-12,O45211,P003,W014,F005,3,1,No,939,650,68,4.3
2023-09-12,O45212,P002,W010,F003,4,5,Yes,1697,1320,69,4.2
2023-09-12,O45213,P009,W019,F002,6,6,No,1559,1184,61,4.9
2023-09-12,O45214,P005,W008,F005,4,5,Yes,1587,1300,48,4.6
2023-09-12,O45215,P001,W003,F003,4,5,Yes,1895,1449,79,4.2
2023-09-12,O45216,P018,W013,F003,4,4,No,1016,892,29,3.6
2023-09-12,O45217,P013,W008,F002,4,5,Yes,1118,867,55,4.4
2023-09-12,O45218,P018,W007,F003,6,6,No,1849,1423,66,4.8
2023-09-12,O45219,P003,W017,F005,6,6,No,1372,910,72,3.9
2023-09-12,O45220,P010,W006,F005,4,4,No,1658,1304,64,3.5
2023-09-12,O45221,P013,W016,F002,5,5,No,1163,861,45,4.6
2023-09-12,O45222,P002,W002,F001,6,6,No,1237,927,69,4.4
2023-09-12,O45223,P014,W014,F002,4,2,No,631,494,28,4.6
2023-09-12,O45224,P004,W005,F003,3,2,No,1088,755,54,4.8
2023-09-12,O45225,P006,W018,F001,3,4,Yes,1775,1276,113,3.5
2023-09-12,O45226,P005,W014,F005,3,4,Yes,1942,1480,77,4.2
2023-09-12,O45227,P017,W016,F001,6,5,No,1269,1087,34,4.0
2023-09-12,O45228,P002,W020,F003,4,4,No,1781,1584,47,3.8
2023-09-12,O45229,P007,W011,F005,5,4,No,1056,813,40,4.3
2023-09-12,O45230,P005,W001,F005,3,3,No,1586,1257,74,4.6
2023-09-12,O45231,P004,W004,F003,6,6,No,681,459,34,3.6
2023-09-12,O45232,P019,W012,F002,5,5,No,1113,759,56,4.3
2023-09-12,O45233,P010,W014,F005,3,5,Yes,830,634,30,3.6
2023-09-12,O45234,P007,W004,F005,4,3,No,1272,846,69,4.6
2023-09-12,O45235,P002,W016,F003,5,6,Yes,1014,821,40,3.9
2023-09-12,O45236,P008,W016,F001,6,7,Yes,1185,858,61,3.6
2023-09-12,O45237,P004,W014,F003,5,6,No,1341,905,107,4.5
2023-09-12,O45238,P002,W015,F003,3,5,No,1074,782,52,3.6
2023-09-12,O45239,P017,W014,F001,3,3,No,1275,1073,41,4.0
2023-09-12,O45240,P005,W020,F005,3,3,No,1802,1347,101,3.7
2023-09-12,O45241,P009,W009,F002,4,6,No,659,432,37,4.9
2023-09-12,O45242,P007,W020,F005,3,3,No,789,486,56,4.1
2023-09-12,O45243,P001,W008,F003,4,6,Yes,1687,1485,48,4.0
2023-09-12,O45244,P005,W015,F005,5,5,No,1796,1322,80,4.2
2023-09-12,O45245,P018,W002,F003,6,6,No,930,746,38,3.7
2023-09-12,O45246,P017,W015,F001,5,5,No,1541,1284,56,4.7
2023-09-12,O45247,P005,W010,F005,4,5,Yes,1781,1510,58,4.5
2023-09-12,O45248,P010,W011,F005,5,4,No,794,622,27,4.7
2023-09-12,O45249,P005,W018,F005,4,4,No,1464,1273,43,4.7
2023-09-12,O45250,P001,W017,F001,5,6,Yes,1748,1227,79,4.5
2023-09-12,O45251,P022,W009,F003,4,4,No,1295,836,102,4.1
2023-09-12,O45252,P012,W002,F005,5,5,No,910,585,54,4.2
2023-09-12,O45253,P008,W018,F001,3,5,Yes,1746,1164,110,3.7
2023-09-12,O45254,P004,W015,F003,3,2,No,626,458,35,4.0
2023-09-12,O45255,P005,W013,F005,6,6,No,1694,1345,67,4.1
2023-09-12,O45256,P016,W014,F001,3,2,No,1093,738,76,3.7
2023-09-12,O45257,P009,W014,F002,4,3,No,949,651,66,3.9
2023-09-12,O45258,P017,W018,F001,3,4,Yes,1487,1257,47,4.4
2023-09-12,O45259,P018,W014,F003,5,6,No,1865,1386,118,4.6
2023-09-12,O45260,P003,W012,F005,3,4,No,1275,888,64,3.9
2023-09-12,O45261,P002,W007,F003,6,8,No,993,825,26,4.6
2023-09-12,O45262,P012,W020,F005,3,3,No,964,746,46,4.3
2023-09-12,O45263,P012,W011,F005,5,6,Yes,1580,1152,82,4.4
2023-09-12,O45264,P004,W009,F003,4,2,No,891,535,61,4.7
2023-09-12,O45265,P004,W010,F003,4,3,No,1618,1057,100,4.0
2023-09-12,O45266,P005,W006,F005,4,2,No,1355,1181,37,4.3
2023-09-12,O45267,P015,W010,F005,4,6,Yes,1476,1102,62,4.0
2023-09-12,O45268,P003,W006,F005,4,6,Yes,1598,1219,77,3.7
2023-09-12,O45269,P004,W003,F003,4,4,No,575,431,30,4.8
2023-09-12,O45270,P003,W001,F005,3,1,No,748,548,33,4.9
2023-09-12,O45271,P006,W020,F002,6,6,No,1750,1392,59,4.4
2023-09-12,O45272,P008,W004,F001,6,6,No,738,561,43,3.6
2023-09-12,O45273,P001,W007,F003,6,6,No,1680,1287,97,4.8
2023-09-12,O45274,P017,W017,F001,5,7,No,1653,1431,52,3.7
2023-09-12,O45275,P012,W009,F005,6,6,No,1059,722,55,4.9
2023-09-12,O45276,P022,W001,F005,3,5,Yes,1021,809,42,3.6
2023-09-12,O45277,P001,W001,F003,3,3,No,1914,1604,69,4.6
2023-09-12,O45278,P018,W012,F003,5,5,No,1625,1187,72,4.9
2023-09-12,O45279,P005,W007,F005,3,3,No,1197,936,55,3.7
2023-09-12,O45280,P004,W019,F003,4,5,Yes,1167,897,67,4.2
2023-09-12,O45281,P002,W017,F003,4,5,Yes,1774,1329,76,4.4
2023-09-12,O45282,P002,W013,F004,5,5,No,1783,1483,50,4.6
2023-09-12,O45283,P017,W006,F001,3,3,No,1969,1680,64,3.7
2023-09-12,O45284,P001,W005,F003,3,3,No,974,774,40,4.2
2023-09-12,O45285,P007,W013,F005,6,5,No,1099,867,50,3.6
2023-09-12,O45286,P015,W016,F005,5,6,Yes,1290,1005,57,3.7
2023-09-12,O45287,P005,W002,F005,5,5,No,1842,1506,69,4.8
2023-09-12,O45288,P010,W005,F005,6,6,No,1493,1081,94,3.7
2023-09-12,O45289,P009,W005,F002,4,3,No,1297,903,74,4.5
2023-09-12,O45290,P010,W012,F005,3,4,Yes,1616,1116,80,3.5
2023-09-12,O45291,P012,W008,F005,4,5,Yes,1277,864,83,4.4
2023-09-12,O45292,P001,W004,F003,6,5,No,966,730,53,4.1
2023-09-12,O45293,P017,W019,F002,6,7,Yes,1230,1060,33,3.6
2023-09-12,O45294,P016,W020,F001,3,2,No,604,388,45,4.6
2023-09-12,O45295,P011,W016,F001,6,6,No,996,645,55,4.7
2023-09-12,O45296,P001,W002,F003,6,6,No,1975,1620,65,5.0
2023-09-12,O45297,P010,W001,F005,3,5,Yes,1211,967,43,4.1
2023-09-12,O45298,P014,W019,F002,6,4,No,1090,869,45,3.6
2023-09-12,O45299,P012,W005,F005,6,6,No,1147,783,63,4.7
2023-09-12,O45300,P012,W010,F005,4,6,Yes,1123,856,65,3.9
2023-09-12,O45301,P004,W006,F003,3,4,Yes,1437,1063,73,4.4
2023-09-12,O45302,P014,W010,F002,6,5,No,661,409,62,4.2
2023-09-12,O45303,P005,W005,F005,6,8,No,1731,1550,43,4.4
2023-09-12,O45304,P018,W019,F003,4,6,Yes,906,676,43,4.4
2023-09-12,O45305,P012,W004,F005,4,2,No,1261,936,61,4.4
2023-09-12,O45306,P003,W016,F005,5,6,No,1625,1221,81,4.1
2023-09-12,O45307,P006,W003,F001,4,5,Yes,1223,825,69,4.0
2023-09-12,O45308,P007,W010,F005,4,6,No,1245,800,71,3.8
2023-09-12,O45309,P009,W003,F002,3,3,No,1233,821,94,3.7
2023-09-12,O45310,P003,W011,F005,5,5,No,1203,915,56,4.7
2023-09-12,O45311,P001,W012,F003,5,6,Yes,974,860,25,4.1
2023-09-12,O45312,P015,W006,F005,4,6,No,1522,959,133,4.1
2023-09-12,O45313,P018,W009,F003,4,2,No,944,756,31,4.7
2023-09-12,O45314,P017,W003,F001,4,5,Yes,1565,1272,62,3.8
2023-09-12,O45315,P005,W016,F005,5,6,Yes,1452,1141,62,3.7
2023-09-12,O45316,P010,W020,F005,3,3,No,928,559,68,4.7
2023-09-12,O45317,P015,W011,F005,5,3,No,527,385,23,4.8
2023-09-12,O45318,P007,W017,F005,6,6,No,646,455,38,4.5
2023-09-12,O45319,P007,W018,F005,4,5,Yes,1681,1151,102,4.0
2023-09-12,O45320,P009,W007,F002,4,5,Yes,1638,1101,129,3.9
2023-09-12,O45321,P011,W014,F001,3,1,No,1098,752,76,3.5
2023-09-12,O45322,P010,W016,F005,5,6,Yes,1677,1221,79,4.8
2023-09-12,O45323,P011,W015,F001,5,3,No,691,427,52,4.5
2023-09-12,O45324,P009,W015,F002,6,6,No,768,571,45,4.8
2023-09-12,O45325,P017,W013,F001,4,3,No,1322,947,80,3.7
2023-09-12,O45326,P015,W014,F005,3,2,No,943,612,56,3.6
2023-09-12,O45327,P009,W008,F002,4,4,No,629,457,32,4.7
2023-09-12,O45328,P016,W018,F001,3,3,No,938,650,57,4.4
2023-09-12,O45329,P008,W014,F001,3,3,No,1630,992,116,3.7
2023-09-12,O45330,P014,W016,F002,5,7,No,597,360,53,4.4
2023-09-12,O45331,P015,W003,F005,5,5,No,814,564,44,4.1
2023-09-12,O45332,P010,W002,F005,5,6,No,1413,1036,68,4.5
2023-09-12,O45333,P003,W002,F005,5,5,No,1076,738,63,4.9
2023-09-12,O45334,P018,W008,F003,4,4,No,1253,913,84,4.3
2023-09-12,O45335,P003,W008,F005,4,3,No,1660,1314,52,4.9
2023-09-12,O45336,P018,W011,F003,3,4,Yes,996,887,27,4.8
2023-09-12,O45337,P008,W008,F001,3,4,No,695,502,39,3.8
2023-09-12,O45338,P011,W001,F001,4,3,No,1703,1123,103,4.9
2023-09-12,O45339,P013,W018,F002,3,5,Yes,1102,772,74,4.5
2023-09-12,O45340,P005,W011,F005,5,6,Yes,1310,1090,38,4.8
2023-09-12,O45341,P004,W008,F003,4,4,No,1138,708,84,4.7
2023-09-12,O45342,P017,W010,F001,4,4,No,1332,942,75,3.7
2023-09-12,O45343,P006,W005,F001,4,6,Yes,1519,1204,67,4.2
2023-09-12,O45344,P014,W003,F002,3,3,No,965,718,50,4.7
2023-09-12,O45345,P006,W010,F001,4,4,No,1741,1370,90,3.9
2023-09-12,O45346,P015,W017,F005,6,6,No,1064,773,54,5.0
2023-09-12,O45347,P019,W010,F002,6,5,No,847,604,44,4.5
2023-09-12,O45348,P002,W003,F003,4,5,No,1524,1152,85,3.9
2023-09-12,O45349,P015,W020,F005,3,1,No,640,420,35,3.8
2023-09-12,O45350,P014,W018,F002,3,1,No,1016,674,66,4.7
2023-09-12,O45351,P005,W012,F005,3,3,No,926,764,39,4.8
2023-09-12,O45352,P009,W011,F002,6,6,No,1257,978,56,3.7
2023-09-12,O45353,P001,W016,F003,5,7,Yes,1489,1128,87,4.0
2023-09-12,O45354,P011,W005,F001,4,4,No,1548,1007,90,4.3
2023-09-12,O45355,P003,W003,F005,5,4,No,1301,1034,63,4.3
2023-09-12,O45356,P009,W002,F002,3,2,No,711,478,37,3.8
2023-09-12,O45357,P016,W012,F005,3,5,No,1718,1056,154,4.8
2023-09-12,O45358,P020,W014,F001,3,3,No,1324,900,68,4.2
2023-09-12,O45359,P010,W004,F005,4,4,No,794,485,76,4.2
2023-09-12,O45360,P017,W005,F001,4,3,No,925,666,63,4.0
2023-09-12,O45361,P012,W006,F005,4,5,Yes,834,625,48,3.5
2023-09-12,O45362,P002,W005,F003,3,5,Yes,1448,1014,96,3.6
2023-09-12,O45363,P018,W003,F003,4,3,No,1139,807,55,4.2
2023-09-12,O45364,P004,W007,F003,6,6,No,1532,923,109,4.8
2023-09-12,O45365,P010,W008,F005,4,4,No,1097,728,81,4.8
2023-09-12,O45366,P011,W017,F001,5,7,No,1589,1042,111,5.0
2023-09-12,O45367,P007,W019,F005,4,5,Yes,1100,725,79,3.6
2023-09-12,O45368,P017,W009,F001,3,3,No,1295,1111,34,4.6
2023-09-12,O45369,P013,W005,F002,4,5,Yes,1345,926,96,3.7
2023-09-12,O45370,P016,W001,F001,4,3,No,1174,882,55,3.6
2023-09-12,O45371,P014,W005,F002,4,3,No,1168,895,46,4.4
2023-09-12,O45372,P013,W003,F002,3,4,Yes,1645,1281,69,3.8
2023-09-12,O45373,P017,W007,F001,3,3,No,1322,995,51,3.8
2023-09-12,O45374,P004,W016,F003,5,6,Yes,1105,846,44,4.8
2023-09-12,O45375,P001,W009,F003,4,5,No,1954,1703,58,3.8
2023-09-12,O45376,P002,W004,F003,6,8,Yes,1779,1500,50,4.3
2023-09-12,O45377,P001,W019,F003,4,5,No,1542,1208,61,4.1
2023-09-12,O45378,P014,W002,F002,3,5,Yes,577,420,29,4.4
2023-09-12,O45379,P014,W004,F002,3,4,No,1768,1380,60,4.9
2023-09-12,O45380,P007,W007,F005,3,1,No,1268,920,84,4.3
2023-09-12,O45381,P007,W008,F005,4,6,No,1572,972,144,4.4
2023-09-12,O45382,P006,W004,F001,6,5,No,1058,699,61,3.6
2023-09-12,O45383,P011,W007,F001,3,2,No,508,375,27,4.8
2023-09-12,O45384,P007,W014,F005,3,5,No,1688,1173,101,4.3
2023-09-12,O45385,P009,W013,F002,6,5,No,1020,802,33,4.2
2023-09-12,O45386,P003,W004,F005,4,4,No,1608,1279,54,4.8
2023-09-12,O45387,P005,W019,F005,4,5,Yes,1930,1641,63,3.7
2023-09-12,O45388,P003,W018,F001,3,2,No,1209,896,65,4.8
2023-09-12,O45389,P006,W019,F001,4,4,No,1035,770,62,4.5
2023-09-12,O45390,P015,W004,F005,4,2,No,535,383,29,4.4
2023-09-12,O45391,P016,W013,F001,4,5,No,1618,1151,114,4.8
2023-09-12,O45392,P013,W020,F002,6,7,Yes,573,448,28,4.8
2023-09-12,O45393,P001,W020,F003,4,4,No,1104,937,40,3.6
2023-09-12,O45394,P014,W015,F002,6,6,No,632,441,36,4.5
2023-09-12,O45395,P012,W001,F005,3,3,No,802,571,55,4.9
2023-09-12,O45396,P002,W012,F003,5,7,Yes,935,681,50,4.0
2023-09-12,O45397,P001,W013,F003,4,4,No,1275,1048,46,4.5
2023-09-12,O45398,P017,W004,F001,6,6,No,1144,936,35,4.4
2023-09-12,O45399,P005,W003,F005,5,5,No,1074,837,37,4.6
2023-09-12,O45400,P009,W018,F002,3,4,Yes,1140,899,52,3.7
2023-09-12,O45401,P013,W002,F002,3,2,No,858,653,43,4.0
2023-09-12,O45402,P013,W019,F002,6,6,No,547,407,22,4.9
2023-09-12,O45403,P003,W007,F005,3,2,No,1025,700,78,3.7
2023-09-12,O45404,P019,W008,F002,4,3,No,1454,976,80,4.3
2023-09-12,O45405,P009,W001,F002,4,6,Yes,1621,1218,93,4.0
2023-09-12,O45406,P012,W016,F005,5,3,No,1304,917,83,4.2
2023-09-12,O45407,P021,W010,F001,4,4,No,1875,1508,66,4.7
2023-09-12,O45408,P002,W008,F003,4,3,No,1410,1171,57,3.8
2023-09-12,O45409,P006,W012,F001,3,2,No,598,419,43,3.9
2023-09-12,O45410,P009,W016,F002,5,4,No,1618,1043,102,4.3
2023-09-12,O45411,P009,W010,F002,6,7,Yes,795,503,47,4.6
2023-09-12,O45412,P016,W017,F001,5,6,Yes,1085,714,59,4.6
2023-09-12,O45413,P016,W009,F001,3,3,No,952,761,41,4.3
2023-09-12,O45414,P014,W020,F002,6,8,Yes,975,638,52,3.9
2023-09-12,O45415,P016,W011,F001,3,1,No,635,498,25,3.9
2023-09-12,O45416,P011,W019,F001,4,4,No,502,368,24,3.5
2023-09-12,O45417,P012,W013,F005,6,6,No,1299,902,61,4.6
2023-09-12,O45418,P011,W011,F001,3,1,No,574,412,25,3.7
2023-09-13,O45419,P009,W017,F002,6,8,Yes,967,714,60,4.2
2023-09-13,O45420,P005,W001,F005,3,4,Yes,1575,1184,63,3.7
2023-09-13,O45421,P001,W016,F003,5,5,No,1876,1368,90,3.6
2023-09-13,O45422,P005,W007,F005,3,2,No,1429,1077,55,4.6
2023-09-13,O45423,P015,W013,F005,6,6,No,829,657,34,4.8
2023-09-13,O45424,P013,W015,F002,6,7,No,1154,721,84,3.6
2023-09-13,O45425,P003,W017,F005,6,6,No,1032,767,44,3.9
2023-09-13,O45426,P006,W005,F001,4,4,No,1184,888,62,4.8
2023-09-13,O45427,P010,W019,F005,4,4,No,1036,791,56,4.5
2023-09-13,O45428,P007,W014,F005,3,3,No,666,416,49,3.6
2023-09-13,O45429,P009,W013,F002,6,7,Yes,1676,1308,84,4.2
2023-09-13,O45430,P017,W014,F001,3,4,Yes,1009,760,54,4.7
2023-09-13,O45431,P011,W003,F001,4,6,No,1543,1136,92,4.7
2023-09-13,O45432,P013,W001,F002,4,3,No,624,385,43,4.9
2023-09-13,O45433,P016,W007,F001,3,5,Yes,552,416,23,4.0
2023-09-13,O45434,P015,W014,F005,3,3,No,1586,959,97,4.8
2023-09-13,O45435,P018,W014,F003,5,5,No,1451,1211,36,3.7
2023-09-13,O45436,P006,W009,F001,3,3,No,700,544,32,4.8
2023-09-13,O45437,P010,W004,F005,4,4,No,1607,1270,52,3.7
2023-09-13,O45438,P013,W008,F002,4,6,Yes,1504,1061,104,4.6
2023-09-13,O45439,P005,W003,F005,5,5,No,1718,1447,66,3.5
2023-09-13,O45440,P015,W019,F005,4,2,No,810,536,47,3.8
2023-09-13,O45441,P014,W012,F002,5,6,Yes,718,461,44,4.1
2023-09-13,O45442,P002,W018,F003,5,5,No,1917,1598,48,4.0
2023-09-13,O45443,P013,W017,F002,6,6,No,981,779,34,4.2
2023-09-13,O45444,P019,W008,F002,4,3,No,739,543,45,4.9
2023-09-13,O45445,P008,W001,F001,4,3,No,618,404,40,3.7
2023-09-13,O45446,P012,W005,F005,6,5,No,1544,1099,73,4.4
2023-09-13,O45447,P004,W003,F003,4,2,No,682,444,50,4.3
2023-09-13,O45448,P002,W008,F003,4,4,No,1190,1038,33,4.2
2023-09-13,O45449,P001,W011,F003,3,1,No,1286,956,49,3.6
2023-09-13,O45450,P011,W009,F001,3,5,Yes,1689,1236,88,4.0
2023-09-13,O45451,P009,W002,F002,3,1,No,587,453,27,4.5
2023-09-13,O45452,P007,W009,F005,6,6,No,1374,824,93,4.3
2023-09-13,O45453,P004,W015,F003,3,4,No,1393,967,105,4.8
2023-09-13,O45454,P011,W016,F001,6,8,Yes,841,617,49,4.2
2023-09-13,O45455,P017,W006,F001,3,5,No,1315,930,89,4.4
2023-09-13,O45456,P009,W008,F002,4,5,Yes,511,384,23,3.6
2023-09-13,O45457,P004,W007,F003,6,4,No,618,414,50,3.8
2023-09-13,O45458,P012,W008,F005,4,5,Yes,742,488,44,4.1
2023-09-13,O45459,P014,W007,F002,4,4,No,1617,1011,145,4.2
2023-09-13,O45460,P001,W007,F003,6,4,No,1207,1073,20,4.5
2023-09-13,O45461,P010,W015,F005,5,6,Yes,1453,917,105,3.7
2023-09-13,O45462,P012,W013,F005,6,7,Yes,1318,947,88,4.5
2023-09-13,O45463,P008,W020,F001,3,2,No,1026,808,45,3.7
2023-09-13,O45464,P009,W007,F002,4,2,No,1470,934,116,4.0
2023-09-13,O45465,P009,W005,F002,4,3,No,990,634,68,4.1
2023-09-13,O45466,P014,W008,F002,4,4,No,1663,1061,124,3.9
2023-09-13,O45467,P009,W011,F002,6,4,No,1079,686,67,3.6
2023-09-13,O45468,P005,W017,F005,6,6,No,1716,1282,105,4.2
2023-09-13,O45469,P007,W013,F005,6,8,Yes,1620,1257,72,4.8
2023-09-13,O45470,P004,W004,F003,6,4,No,567,381,29,3.9
2023-09-13,O45471,P003,W014,F005,3,2,No,611,381,56,4.5
2023-09-13,O45472,P012,W007,F005,3,2,No,682,455,51,4.1
2023-09-13,O45473,P004,W002,F003,6,6,No,889,596,49,4.9
2023-09-13,O45474,P003,W018,F005,4,5,Yes,1147,852,60,5.0
2023-09-13,O45475,P014,W013,F002,6,5,No,919,601,54,3.5
2023-09-13,O45476,P008,W016,F001,6,6,No,1040,649,88,3.9
2023-09-13,O45477,P008,W013,F001,4,5,Yes,1567,1064,98,4.7
2023-09-13,O45478,P002,W015,F003,3,3,No,1750,1421,78,3.9
2023-09-13,O45479,P001,W017,F003,4,6,Yes,1753,1261,101,4.9
2023-09-13,O45480,P005,W013,F005,6,6,No,1510,1176,57,4.9
2023-09-13,O45481,P017,W007,F001,3,2,No,1743,1309,67,4.4
2023-09-13,O45482,P001,W005,F003,3,5,No,929,696,41,3.6
2023-09-13,O45483,P010,W020,F005,3,3,No,1169,749,65,4.1
2023-09-13,O45484,P015,W017,F005,6,5,No,696,453,50,3.9
2023-09-13,O45485,P011,W017,F001,5,5,No,1108,763,60,3.8
2023-09-13,O45486,P007,W005,F005,6,7,Yes,1207,845,81,3.8
2023-09-13,O45487,P007,W004,F005,4,4,No,633,433,48,4.6
2023-09-13,O45488,P001,W004,F003,6,5,No,1182,975,35,4.1
2023-09-13,O45489,P006,W013,F001,4,5,Yes,652,466,31,3.6
2023-09-13,O45490,P009,W016,F002,5,4,No,1102,772,50,4.6
2023-09-13,O45491,P008,W002,F001,6,6,No,1791,1384,64,4.7
2023-09-13,O45492,P004,W010,F003,4,6,Yes,1313,884,89,4.4
2023-09-13,O45493,P014,W017,F002,6,8,No,904,563,61,4.4
2023-09-13,O45494,P017,W009,F001,3,3,No,1221,1082,31,4.8
2023-09-13,O45495,P008,W010,F001,4,4,No,929,714,47,3.7
2023-09-13,O45496,P009,W009,F002,4,5,No,1541,1045,109,4.1
2023-09-13,O45497,P014,W003,F002,3,3,No,973,591,93,4.6
2023-09-13,O45498,P024,W004,F003,6,5,No,1989,1495,103,3.6
2023-09-13,O45499,P005,W004,F005,4,6,Yes,1816,1509,52,4.5
2023-09-13,O45500,P003,W006,F005,4,4,No,1446,964,79,3.9
2023-09-13,O45501,P008,W019,F001,4,4,No,1044,820,45,4.2
2023-09-13,O45502,P018,W004,F003,6,6,No,1121,843,44,4.0
2023-09-13,O45503,P001,W020,F003,4,4,No,1383,1080,60,4.1
2023-09-13,O45504,P002,W009,F003,4,5,Yes,1400,1225,30,3.9
2023-09-13,O45505,P002,W012,F003,5,5,No,1568,1284,66,3.6
2023-09-13,O45506,P002,W006,F003,3,3,No,1036,914,20,4.3
2023-09-13,O45507,P002,W013,F003,4,5,Yes,1720,1522,30,4.7
2023-09-13,O45508,P018,W008,F003,4,5,No,1767,1284,95,4.0
2023-09-13,O45509,P010,W008,F005,4,4,No,1011,773,41,4.8
2023-09-13,O45510,P010,W002,F005,5,6,No,1179,817,56,4.7
2023-09-13,O45511,P002,W017,F003,4,4,No,1180,856,72,4.8
2023-09-13,O45512,P011,W005,F001,4,4,No,1296,1024,64,4.9
2023-09-13,O45513,P015,W015,F005,5,7,Yes,1651,1083,133,4.5
2023-09-13,O45514,P008,W015,F001,5,5,No,530,332,49,3.8
2023-09-13,O45515,P018,W006,F003,3,3,No,1544,1147,81,4.3
2023-09-13,O45516,P003,W008,F005,4,4,No,1168,889,57,4.8
2023-09-13,O45517,P013,W012,F002,5,4,No,532,336,31,4.9
2023-09-13,O45518,P014,W005,F002,4,4,No,1522,1107,67,4.0
2023-09-13,O45519,P006,W004,F001,6,6,No,514,362,30,4.1
2023-09-13,O45520,P013,W011,F002,6,5,No,698,547,29,3.9
2023-09-13,O45521,P016,W006,F001,3,4,Yes,1007,784,48,3.8
2023-09-13,O45522,P002,W002,F001,6,7,Yes,1902,1426,79,4.1
2023-09-13,O45523,P019,W019,F002,6,6,No,774,568,49,4.8
2023-09-13,O45524,P007,W017,F005,6,6,No,1161,909,62,3.6
2023-09-13,O45525,P002,W003,F003,4,5,Yes,1284,997,51,4.1
2023-09-13,O45526,P014,W019,F002,6,6,No,831,589,50,4.6
2023-09-13,O45527,P014,W015,F002,6,4,No,1376,1095,61,3.5
2023-09-13,O45528,P018,W010,F003,4,5,Yes,1795,1285,94,3.7
2023-09-13,O45529,P010,W005,F005,6,6,No,851,531,64,3.9
2023-09-13,O45530,P018,W016,F003,5,5,No,930,836,17,4.0
2023-09-13,O45531,P001,W012,F003,5,5,No,1323,979,82,4.4
2023-09-13,O45532,P003,W005,F005,6,8,Yes,1789,1284,102,4.5
2023-09-13,O45533,P010,W009,F005,6,8,No,1627,1288,65,4.8
2023-09-13,O45534,P014,W002,F002,3,3,No,1037,753,63,4.1
2023-09-13,O45535,P013,W002,F002,3,3,No,605,382,36,4.6
2023-09-13,O45536,P016,W008,F001,3,4,Yes,1421,1018,97,4.7
2023-09-13,O45537,P001,W001,F003,3,3,No,1642,1408,57,4.2
2023-09-13,O45538,P002,W011,F003,3,3,No,1897,1538,65,3.7
2023-09-13,O45539,P009,W015,F002,6,7,No,654,518,28,3.8
2023-09-13,O45540,P003,W015,F005,5,4,No,1340,817,119,4.2
2023-09-13,O45541,P016,W001,F001,4,4,No,1607,1200,67,3.8
2023-09-13,O45542,P003,W003,F005,5,6,Yes,870,636,37,4.8
2023-09-13,O45543,P002,W007,F003,6,6,No,920,662,53,3.5
